Term,Score,Polarity,isAcquired,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
annoying,1,NEG,N,,,,,,,,,,,,,,,,,,,,
annoyingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
annoys,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anomalous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anomaly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antagonism,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antagonist,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antagonistic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antagonize,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-american,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-israeli,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-occupation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antipathy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-proliferation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antiquated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-semites,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-social,1,NEG,N,,,,,,,,,,,,,,,,,,,,
antithetical,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-us,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anti-white,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anxieties,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anxiety,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anxious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anxiously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
anxiousness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apathetic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apathetically,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apathy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apocalypse,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apocalyptic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apologist,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apologists,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apotheosis,1,POS,N,,,,,,,,,,,,,,,,,,,,
appal,1,NEG,N,,,,,,,,,,,,,,,,,,,,
appall,1,NEG,N,,,,,,,,,,,,,,,,,,,,
appalled,1,NEG,N,,,,,,,,,,,,,,,,,,,,
appalling,1,NEG,N,,,,,,,,,,,,,,,,,,,,
appallingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
appeal,1,POS,N,,,,,,,,,,,,,,,,,,,,
applaud,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciable,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciate,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciated,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciates,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciation,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciative,1,POS,N,,,,,,,,,,,,,,,,,,,,
appreciatively,1,POS,N,,,,,,,,,,,,,,,,,,,,
apprehension,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apprehensions,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apprehensive,1,NEG,N,,,,,,,,,,,,,,,,,,,,
apprehensively,1,NEG,N,,,,,,,,,,,,,,,,,,,,
approval,1,POS,N,,,,,,,,,,,,,,,,,,,,
approve,1,POS,N,,,,,,,,,,,,,,,,,,,,
arbitrary,1,NEG,N,,,,,,,,,,,,,,,,,,,,
arcane,1,NEG,N,,,,,,,,,,,,,,,,,,,,
archaic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
ardent,1,POS,N,,,,,,,,,,,,,,,,,,,,
ardently,1,POS,N,,,,,,,,,,,,,,,,,,,,
ardor,1,POS,N,,,,,,,,,,,,,,,,,,,,
arduous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
arduously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
argumentative,1,NEG,N,,,,,,,,,,,,,,,,,,,,
arrogance,1,NEG,N,,,,,,,,,,,,,,,,,,,,
arrogant,1,NEG,N,,,,,,,,,,,,,,,,,,,,
arrogantly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
articulate,1,POS,N,,,,,,,,,,,,,,,,,,,,
ashamed,1,NEG,N,,,,,,,,,,,,,,,,,,,,
asinine,1,NEG,N,,,,,,,,,,,,,,,,,,,,
asininely,1,NEG,N,,,,,,,,,,,,,,,,,,,,
asinininity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
askance,1,NEG,N,,,,,,,,,,,,,,,,,,,,
asperse,1,NEG,N,,,,,,,,,,,,,,,,,,,,
aspersion,1,NEG,N,,,,,,,,,,,,,,,,,,,,
aspersions,1,NEG,N,,,,,,,,,,,,,,,,,,,,
aspiration,1,POS,N,,,,,,,,,,,,,,,,,,,,
aspirational,0.7354945,POS,Y,"Around 52% of Blue Stars room air conditioner sales are from smaller towns since consumers in these markets are <span class=""OP"">aspirational</span> and prefer premium brands.","This has worked to the advantage of Blue Star since it enjoys the reputation of being a premium and <span class=""OP"">aspirational</span> brand, and its rich pedigree and high quality product array has been in conjunction with this image.","The expansion of the Company's presence in Tier 3, 4 and 5 markets has contributed immensely to its water cooler growth and around 50% of the Company's sales are from smaller towns since consumers in these markets are <span class=""OP"">aspirational</span> and prefer premium brands.","Speaking to the Press at a conference held at Chennai, B Thiagarajan, Executive Director & President – AC&R Products Business, Blue Star states, """"Blue Star is perceived to be a premium and <span class=""OP"">aspirational</span> brand and a strong contender in the consideration set of the discerning consumer, many of whom have instilled faith in our offerings.","The range of products launched augur well with our premium and <span class=""OP"">aspirational</span> brand personality.","This <span class=""OP"">aspirational</span> edge to gathering digital transformation of all three countries reveals a growing individualistic and entrepreneurial culture that would not be out of place in Silicon Valley,"""" the survey noted.","Featuring design enhancements and new <span class=""OP"">aspirational</span> features, the Bold New TUV300 offers a compelling value proposition at Rs.","""We remain committed to the sustainable mobility mission and will continue to work towards bringing <span class=""OP"">aspirational</span> e-mobility solutions for the customers, leading the drive towards faster adoption of electric vehicles in the country,"""" he added.","""With the India story gaining momentum, supported by a young and an <span class=""OP"">aspirational</span> demography - the potential of wealth management in the country has merely scratched the surface,"""" said Yatin Shah, Co-founder & Executive Director,","The first trend presented in the study describes a society called the <span class=""OP"">Aspirational</span> Society by the trend researchers.","We remain committed to the sustainable mobility mission and will continue to work towards bringing <span class=""OP"">aspirational</span> e-mobility solutions for the customers, leading the drive towards faster adoption of electric vehicles in the country.","It is a testament to the <span class=""OP"">aspirational</span> work that Tata Motors has been consistently doing on the business front while holding up the Tata Groups ethos.","We are a much more mobile country than the West, and the idea that we can cut and paste strategies from elsewhere is little more than <span class=""OP"">aspirational</span> policy making.","Given its long association with water due to its offerings comprising water coolers and bottled water dispensers coupled with the fact that it is perceived as an <span class=""OP"">aspirational</span> and modern brand, the Company forayed into the residential water purifier business with the conviction that it would make deep inroads into this business leveraging the trust that it has built over the years.","Aindrila' range of fans, with its seamless functionality and innovative aesthetics, promises to be an <span class=""OP"">aspirational</span> corner-art for the discerning consumers of today.","Moreover, the brand has cut prices across its portfolio and recently added a personal care range to include fragrances to make the brand more accessible to younger and <span class=""OP"">aspirational</span> shoppers.","Not an intentional one but an <span class=""OP"">aspirational</span> mistake"""".",,,
aspirations,1,POS,N,,,,,,,,,,,,,,,,,,,,
aspire,1,POS,N,,,,,,,,,,,,,,,,,,,,
assail,1,NEG,N,,,,,,,,,,,,,,,,,,,,
assassin,1,NEG,N,,,,,,,,,,,,,,,,,,,,
assassinate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
assault,1,NEG,N,,,,,,,,,,,,,,,,,,,,
assult,1,NEG,N,,,,,,,,,,,,,,,,,,,,
assurance,1,POS,N,,,,,,,,,,,,,,,,,,,,
assurances,1,POS,N,,,,,,,,,,,,,,,,,,,,
assure,1,POS,N,,,,,,,,,,,,,,,,,,,,
assuredly,1,POS,N,,,,,,,,,,,,,,,,,,,,
assuring,1,POS,N,,,,,,,,,,,,,,,,,,,,
astonish,1,POS,N,,,,,,,,,,,,,,,,,,,,
astonished,1,POS,N,,,,,,,,,,,,,,,,,,,,
astonishing,1,POS,N,,,,,,,,,,,,,,,,,,,,
astonishingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
astonishment,1,POS,N,,,,,,,,,,,,,,,,,,,,
astound,1,POS,N,,,,,,,,,,,,,,,,,,,,
astounded,1,POS,N,,,,,,,,,,,,,,,,,,,,
astounding,1,POS,N,,,,,,,,,,,,,,,,,,,,
astoundingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
astray,1,NEG,N,,,,,,,,,,,,,,,,,,,,
astutely,1,POS,N,,,,,,,,,,,,,,,,,,,,
asunder,1,NEG,N,,,,,,,,,,,,,,,,,,,,
atrocious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
atrocities,1,NEG,N,,,,,,,,,,,,,,,,,,,,
atrocity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
atrophy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
attack,1,NEG,N,,,,,,,,,,,,,,,,,,,,
attacks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
attentive,1,POS,N,,,,,,,,,,,,,,,,,,,,
attraction,1,POS,N,,,,,,,,,,,,,,,,,,,,
attractive,1,POS,N,,,,,,,,,,,,,,,,,,,,
attractively,1,POS,N,,,,,,,,,,,,,,,,,,,,
attune,1,POS,N,,,,,,,,,,,,,,,,,,,,
audacious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
audaciously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
audaciousness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
audacity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
audible,1,POS,N,,,,,,,,,,,,,,,,,,,,
audibly,1,POS,N,,,,,,,,,,,,,,,,,,,,
audiciously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
auspicious,1,POS,N,,,,,,,,,,,,,,,,,,,,
austere,1,NEG,N,,,,,,,,,,,,,,,,,,,,
authentic,1,POS,N,,,,,,,,,,,,,,,,,,,,
authoritarian,1,NEG,N,,,,,,,,,,,,,,,,,,,,
authoritative,1,POS,N,,,,,,,,,,,,,,,,,,,,
autocrat,1,NEG,N,,,,,,,,,,,,,,,,,,,,
autocratic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
automated,0.99981284,NEG,Y,"It houses highly <span class=""OP"">automated</span> experimental facilities for efficient process development and testing of new process catalysts.","Once the upgrades are completed in a few years, this building will be the central hub for experimental work with <span class=""OP"">automated</span> pilot plants for liquid and gaseous substances.","Short and mid-term outlook Visit to the factory for the future including the new <span class=""OP"">automated</span> warehouse.","A $3 billion conglomerate with 10,000 global work force — is manufacturing the ATAGS, the first indigenously built 155 mm/52-calibre towed gun and one of the few in the world that has the six-round <span class=""OP"">automated</span> magazine that fires in 30 seconds.","This story was generated by <span class=""OP"">Automated</span> Insights (http://automatedinsights.com/ap) using data from Zacks Investment Research.","This <span class=""OP"">automated</span> integration significantly reduces the engineering effort of the integration especially with the high validation requirements in a GMP production environment.","This <span class=""OP"">automated</span> integration significantly reduces the engineering effort of the integration especially with the high validation requirements in a GMP production environment.","On the other hand, Mahindra and the two PSUs are working on an <span class=""OP"">automated</span> version of the Bag Valve Mask ventilator which is commonly known as Ambu bag.","A key characteristic of the device is its very low power loss across the entire load range, especially in idle mode, which makes the units ideally suited for <span class=""OP"">automated</span> machines in plants that are often in standby operation.","At (the)other end, we are working on an <span class=""OP"">automated</span> version of the Bag Valve Mask ventilator (commonly known as Ambu bag).","I had tweeted about an <span class=""OP"">automated</span> scavenging machine","Presenso applies <span class=""OP"">Automated</span> Machine Learning or AutoML to Big Data in order to detect subtle abnormal behavior patterns, indicative of evolving asset failure.","The combination of Siemens' next generation sensors and Presenso's advanced <span class=""OP"">Automated</span> Machine Learning technology form the basis for real time asset monitoring.",""" Presenso provides AI driven Industrial Analytics tools for Predictive Maintenance using data science innovations such as <span class=""OP"">Automated</span> Machine Learning (AutoML).","Should a potential threat be identified based on the data viewed within FocalPoint Suite, this web-based case management software provides users with a way to manage the assessment process through a personalized dashboard and <span class=""OP"">automated</span> workflows.","One of the obstacles they faced was the impact of <span class=""OP"">automated</span> design enhancements during place and route (P&R) creating complex design rule checking (DRC) errors that typically required time-consuming manual debugging and multiple DRC iterations to confirm correction during DRC closure.","(NASDAQ: FTNT), a global leader in broad, integrated and <span class=""OP"">automated</span> cybersecurity solutions, today announced a technology alliance partnership with Siemens, a global industrial powerhouse specializing in digital industries from environments such as electrical power, transportation, and oil and gas.",,,
automatic,0.9865993,POS,Y,"Offers <span class=""OP"">automatic</span> irrigation control system and environmental data services","Jain Irrigation, Inc., (JAIN), the world leader in irrigation technology, today announces the general availability (GA) release of JAIN Unity, an <span class=""OP"">automatic</span> irrigation control system and environmental data services platform.","Seamless integration of process and analytical data enables <span class=""OP"">automatic</span> integration and evaluation of processes.","The solution will also improve outage management and service reliability with the ability to pinpoint outage locations, send <span class=""OP"">automatic</span> alerts to customers and restore power more quickly.","To keep costs down, the <span class=""OP"">automatic</span> motorized monitor arm has been replaced by a simple manually adjustable arm, and the ability to tilt the angle of the whole rig has been dropped.","Also the controls for the <span class=""OP"">automatic</span> climate control unit are unique.","Whether or not Tata decides to introduce an <span class=""OP"">automatic</span> gearbox for the Altroz remains to be seen.","The <span class=""OP"">automatic</span> leveling system averages the three measurements to create a perfectly even milled surface, while meeting the target milling depth.","To achieve optimum results, the leveling parameters for the respective machine are saved, linked to the LEVEL PRO <span class=""OP"">automatic</span> leveling system and retrieved during the working process.","Following an EU-wide tender in the fall of 2017, Wiener Linien commissioned Siemens to supply 34 fully <span class=""OP"">automatic</span> metro trains for the city.","It includes features for <span class=""OP"">automatic</span> parameter assignment and automatic synchronization of 800xA Batch Management recipe procedures and MES.","It includes features for <span class=""OP"">automatic</span> parameter assignment and automatic synchronization of 800xA Batch Management recipe procedures and MES.","These stacked disc cartridges can be used in a variety of stacked disc cartridge housings and filtration systems, including BECO INTEGRA DISC™ housings and in both manual and <span class=""OP"">automatic</span> StepFlow™ filtration systems made by Eaton.","On Sunday, Mahindra announced that he will emulate Big B Amitabh Bachchans gesture of donating <span class=""OP"">automatic</span> scavenging machines to the Mumbai civic body.","The megastar had donated 25 small <span class=""OP"">automatic</span> scavenging machines along with a truck in November last year.","The new radio system for the Railway industry has to guarantee the interoperability with GSM-R whilst delivering on these three main areas: Critical communications Secure voice communication between driver and signaller, provision for emergency and group calls, real-time video imagery for any occurring incidents and the intelligent bearer for European Train Control System (ETCS) and <span class=""OP"">Automatic</span> Train Operation (ATO) operation; Performance communications Track condition monitoring, Connected Driver Advisory System (C-DAS), on-train telemetry, maintenance of non-critical infrastructure, non-critical real-time video, wireless communication for on-train-staff; Business communications passenger information system, passenger entertainment and passenger communication connections.","XZA+- Tata Motors today announced the introduction of two new <span class=""OP"">Automatic</span> (AMT) variants to its Tigor range – the XMA and the XZA+.",,,
automotive,0.99355847,POS,Y,"Meru Mobility Tech, V-Link <span class=""OP"">Automotive</span> Services and V-Link Fleet Solutions — will come under M&M.","Government and Defense, Banking, Financial Services, and Insurance, Retail, Healthcare, <span class=""OP"">Automotive</span> Top Players in Quantum Cryptography Market are: ID Quantique, QuintessenceLabs, NuCrypt, Anhui Qasky Quantum Technology Co. Ltd., PQ Solutions Limited, MagiQ Technologies, ISARA Corporation,","Indeed, for Australia to move closer towards the goal of zero emission transport, they need to develop a well-established and integrated ecosystem, made up of four key components: The availability of high performance and competitively priced electric vehicles Accessibility of reliable and fast charging infrastructure Grid reinforcement The integration of renewable power generation At ABB we have the pleasure of collaborating with leading <span class=""OP"">automotive</span> manufacturers who are driving the future for EVs, while our 130-year history as a global pioneering technology leader means that we are well positioned to help deliver the other three.","Indeed, for Australia to move closer towards the goal of zero emission transport, they need to develop a well-established and integrated ecosystem, made up of four key components: The availability of high performance and competitively priced electric vehicles Accessibility of reliable and fast charging infrastructure Grid reinforcement The integration of renewable power generation At ABB we have the pleasure of collaborating with leading <span class=""OP"">automotive</span> manufacturers who are driving the future for EVs, while our 130-year history as a global pioneering technology leader means that we are well positioned to help deliver the other three.","(L – R) - Anirban Ghosh, Chief Sustainability Officer, Mahindra Group, Vijay Kalra, Chief of Manufacturing Operation, <span class=""OP"">Automotive</span> Sector, M&M Ltd and Atul Mudaliar from The Climate Group at an event in Chakan to announce Mahindra Heavy Engines Ltd as Indias 1st & Worlds 3 manufacturing unit to have doubled its energy productivity New Delhi:","Commenting on the achievement Vijay Kalra, CEO - Mahindra Vehicle Manufacturers Ltd. & Chief Manufacturing Operation, <span class=""OP"">Automotive</span> Sector, M&M said, Energy productivity improvement can bring about an array of direct and indirect impacts that collectively help in ensuring the sustainability quotient of a business.","According to Rajan Wadhera, President <span class=""OP"">Automotive</span> Sector, M&M Ltd., """"This year has seen record high commodity price increases.","HOLLAND — <span class=""OP"">Automotive</span> supplier GHSP is expanding and moving its headquarters and engineering laboratory to the Holland Technical Center, MiBiz has learned.","BluJay Solutions Inc., Daimay <span class=""OP"">Automotive</span> Interior Co., Yanfeng Automotive Interiors and JCI spinoff Adient plc occupy space in the facility.","The shutdown is the latest by ABB as the company reacts to weaker demand from <span class=""OP"">automotive</span> customers and an industrial slowdown in Europe and North America.","Tata Motors Location technology company What3words has two new footholds in the <span class=""OP"">automotive</span> industry as China's WM Motors and India's Tata Motors announced they'll use its three-word locations to help drivers navigate.","With <span class=""OP"">automotive</span> integration, you can speak three-word addresses to the car's navigation system.","When something unusual happens on the road ahead drivers often have very little time to react, and that can put them and their passengers at risk,"""" Hiroshi Onishi, executive officer and group president of <span class=""OP"">Automotive</span> Equipment at Mitsubishi Electric, said in a statement.","We are a specialist in Technology, Healthcare, Manufacturing, <span class=""OP"">Automotive</span> and Defense.","The study also provides information on key end users like <span class=""OP"">automotive</span> and transportation, aerospace and defence, heavy machinery, and hi-tech electronics and discusses opportunities for digital manufacturing in these industries.","Engineering Measurements <span class=""OP"">Automotive</span> and Transportation - Revenue Forecast Automotive and Transportation Segment - Revenue Forecast Discussion 8.","North Carolina is home to a vibrant network of companies that supply the <span class=""OP"">automotive</span> industry, said N.C. Representative John Sauls.",,,
